Order ID,Customer Name,Segment,Country,Region,Product Category,Product Name,Sales,Quantity,Discount,Profit,Order Date
ORD-1241,Andrew Smith,Corporate,Australia,Central,Technology,Laptop,883.96,5,0.07,255.77,2023-06-23
ORD-1242,Monica Mcdonald,Corporate,Canada,South,Technology,Printer,1808.68,7,0.27,432.89,2023-11-26
ORD-1243,Lawrence Jones,Home Office,Canada,West,Technology,Laptop,1627.55,9,0.21,113.16,2023-06-27
ORD-1244,Lindsey Payne,Home Office,United States,East,Technology,Monitor,2593.12,10,0.05,683.6,2023-01-17
ORD-1245,Isaac Wolfe,Corporate,United States,West,Technology,Phone,783.8,2,0.13,50.09,2023-05-02
ORD-1246,Kathy Melton,Consumer,France,South,Office Supplies,Paper,1618.14,9,0.24,373.5,2023-11-04
ORD-1247,Lorraine Holder,Corporate,United Kingdom,East,Technology,Monitor,398.29,10,0.13,89.65,2023-02-12
ORD-1248,Daniel Taylor,Home Office,United States,East,Office Supplies,Paper,809.81,5,0.23,195.53,2023-09-24
ORD-1249,Eugene Miller,Home Office,Australia,South,Office Supplies,Stapler,2546.88,8,0.27,366.53,2023-10-30
ORD-1250,Cheryl Smith,Home Office,Australia,West,Technology,Printer,163.72,2,0.16,29.83,2023-08-08
ORD-1251,Jeremy Shannon,Home Office,Canada,East,Furniture,Bookcase,2284.87,8,0.16,418.09,2023-03-22
ORD-1252,Adam Gonzalez,Consumer,Canada,South,Office Supplies,Binder,378.73,5,0.26,91.42,2023-09-04
ORD-1253,Jessica Martin,Consumer,Australia,South,Technology,Laptop,430.6,4,0.03,25.14,2023-07-20
ORD-1254,Scott Meza,Home Office,Australia,East,Furniture,Chair,1323.53,7,0.16,315.79,2023-07-09
ORD-1255,Paul Davis,Consumer,Canada,Central,Furniture,Bookcase,2423.84,10,0.2,315.5,2023-05-23
ORD-1256,Chad Pitts,Corporate,Canada,West,Office Supplies,Pen,143.53,5,0.28,38.74,2023-10-23
ORD-1257,Jesse Rivera,Consumer,Australia,South,Technology,Phone,350.22,1,0.28,76.29,2023-04-25
ORD-1258,Adam Hess,Home Office,United Kingdom,South,Office Supplies,Binder,748.71,5,0.23,126.07,2023-05-16
ORD-1259,Michael Spears,Consumer,United Kingdom,West,Office Supplies,Paper,1680.7,9,0.12,306.72,2023-04-27
ORD-1260,Ashley Jones,Corporate,Canada,Central,Furniture,Bookcase,692.84,2,0.25,50.66,2023-11-04
ORD-1261,Elizabeth Ray,Home Office,Canada,East,Office Supplies,Stapler,2260.18,10,0.26,219.33,2023-12-18
ORD-1262,Robin Potter,Home Office,Australia,West,Office Supplies,Binder,694.49,6,0.27,71.5,2023-11-24
ORD-1263,Erin Wilson,Consumer,Australia,East,Technology,Phone,1108.72,4,0.21,165.37,2023-04-23
ORD-1264,Sonia Taylor,Consumer,France,Central,Office Supplies,Stapler,1933.01,8,0.11,223.05,2023-01-10
ORD-1265,Corey Smith,Home Office,Germany,South,Furniture,Sofa,2445.83,6,0.11,375.39,2023-04-27
ORD-1266,Larry Miller,Home Office,Canada,West,Furniture,Bookcase,3496.18,9,0.17,539.79,2023-03-19
ORD-1267,Leonard Howard MD,Consumer,Canada,Central,Furniture,Sofa,3555.97,10,0.15,759.74,2023-01-30
ORD-1268,Tracey Acosta,Home Office,United Kingdom,Central,Office Supplies,Stapler,561.97,8,0.24,51.88,2023-12-04
ORD-1269,Thomas Chambers,Home Office,France,South,Furniture,Chair,179.35,9,0.25,51.35,2023-01-17
ORD-1270,Sandra Brown,Home Office,United States,East,Office Supplies,Binder,164.54,4,0.05,17.22,2023-11-18
ORD-1271,Sharon Baker,Corporate,United Kingdom,East,Technology,Phone,119.01,8,0.16,18.19,2023-01-03
ORD-1272,Shannon Andrade,Consumer,France,Central,Technology,Printer,202.31,1,0.21,31.89,2023-09-14
ORD-1273,Donna Williams,Consumer,United States,East,Technology,Monitor,349.61,4,0.16,88.73,2023-07-25
ORD-1274,Cynthia Villarreal,Corporate,Germany,East,Office Supplies,Stapler,1606.36,8,0.3,171.02,2023-04-18
ORD-1275,Daniel Turner,Home Office,United States,East,Furniture,Sofa,1172.76,7,0.14,245.33,2023-03-01
ORD-1276,David Doyle,Home Office,Canada,East,Office Supplies,Stapler,1275.48,6,0.26,94.18,2023-12-22
ORD-1277,Amanda Miles,Home Office,United States,West,Furniture,Sofa,160.82,5,0.02,45.25,2023-04-12
ORD-1278,Amy Rodriguez,Home Office,France,East,Furniture,Bookcase,394.52,1,0.18,93.92,2023-07-31
ORD-1279,Ashley Rowe,Home Office,Germany,East,Office Supplies,Binder,958.72,10,0.25,141.21,2023-02-03
ORD-1280,Diana Hawkins,Home Office,United Kingdom,South,Technology,Monitor,362.65,2,0.29,23.0,2023-06-27
ORD-1281,Michelle Pierce,Corporate,Canada,East,Office Supplies,Stapler,135.35,6,0.08,40.35,2023-10-30
ORD-1282,Richard Campos,Corporate,Canada,Central,Technology,Phone,579.8,7,0.18,84.08,2023-04-05
ORD-1283,Holly Copeland,Home Office,United Kingdom,West,Technology,Laptop,251.53,2,0.11,61.87,2023-05-08
ORD-1284,Corey Carroll Jr.,Consumer,Australia,South,Office Supplies,Pen,78.98,2,0.28,12.73,2023-02-09
ORD-1285,Nicholas Williams,Corporate,United States,West,Furniture,Table,1335.89,7,0.17,203.07,2023-07-19
ORD-1286,Jordan Harding,Consumer,United States,Central,Technology,Laptop,2727.36,10,0.1,399.04,2023-07-01
ORD-1287,Arthur Acosta,Corporate,Germany,South,Furniture,Table,2096.19,10,0.21,193.64,2023-04-18
ORD-1288,Ricky Glass,Corporate,United Kingdom,Central,Office Supplies,Binder,169.15,2,0.08,21.13,2023-09-28
ORD-1289,Gregory Kelley,Consumer,United Kingdom,Central,Furniture,Sofa,2684.66,10,0.14,225.17,2023-07-06
ORD-1290,Jonathan Smith,Consumer,Germany,Central,Technology,Phone,1178.21,6,0.13,301.48,2023-09-06
ORD-1291,Karen Oneal,Home Office,France,West,Office Supplies,Pen,4457.2,10,0.06,572.95,2023-06-19
ORD-1292,Danielle West,Corporate,United Kingdom,Central,Technology,Phone,3538.53,10,0.1,424.89,2023-06-21
ORD-1293,Jared Brennan,Corporate,United Kingdom,East,Technology,Monitor,4737.27,10,0.05,1145.97,2023-03-16
ORD-1294,Robert Hodge,Consumer,Australia,South,Technology,Monitor,2405.22,8,0.25,161.85,2023-09-08
ORD-1295,Zachary Ruiz,Corporate,Australia,South,Furniture,Bookcase,508.48,4,0.05,79.21,2023-09-12
ORD-1296,David Lopez,Corporate,United States,South,Technology,Phone,1754.31,10,0.15,491.38,2023-05-17
ORD-1297,Brenda West,Home Office,Germany,East,Office Supplies,Paper,618.86,2,0.2,85.87,2023-10-27
ORD-1298,Sarah Wilson,Home Office,France,East,Technology,Phone,2522.3,6,0.13,132.77,2023-03-08
ORD-1299,Sarah Bennett,Corporate,Canada,West,Office Supplies,Pen,1326.64,7,0.2,295.32,2023-01-08
ORD-1300,Scott Day,Consumer,United Kingdom,East,Office Supplies,Paper,759.1,5,0.29,59.98,2023-05-04
ORD-1301,Shannon Washington,Home Office,Canada,Central,Office Supplies,Pen,2649.63,8,0.16,363.2,2023-06-24
ORD-1302,Deborah Smith,Consumer,Germany,South,Office Supplies,Paper,125.97,5,0.21,7.01,2023-02-03
ORD-1303,Jennifer Prince,Corporate,Australia,East,Technology,Monitor,872.63,4,0.17,115.84,2023-03-01
ORD-1304,Spencer Hudson,Corporate,Germany,West,Office Supplies,Binder,845.2,3,0.13,48.43,2023-07-01
ORD-1305,Megan Thornton,Home Office,Canada,South,Technology,Phone,80.14,7,0.06,9.58,2023-04-15
ORD-1306,Nichole Williams,Home Office,United States,East,Technology,Monitor,875.81,6,0.14,101.23,2023-03-03
ORD-1307,Brian Beltran,Corporate,France,Central,Technology,Phone,1962.79,10,0.03,270.86,2023-05-12
ORD-1308,Susan Beck,Corporate,France,West,Technology,Printer,2393.44,10,0.2,307.07,2023-11-23
ORD-1309,Kristen Long,Consumer,United Kingdom,East,Furniture,Bookcase,679.38,3,0.13,57.39,2023-09-04
ORD-1310,Steven Ramos,Corporate,Germany,West,Office Supplies,Binder,751.51,9,0.09,72.73,2023-08-23
ORD-1311,Matthew Morris,Corporate,France,East,Office Supplies,Paper,467.55,8,0.24,136.04,2023-09-13
ORD-1312,Nancy Morgan,Home Office,Australia,South,Office Supplies,Stapler,2180.04,7,0.13,200.16,2023-07-05
ORD-1313,Natasha Martinez,Home Office,United States,West,Office Supplies,Paper,546.77,5,0.09,134.06,2023-05-13
ORD-1314,Christopher Bowman,Home Office,Australia,South,Technology,Laptop,507.89,10,0.23,129.93,2023-02-02
ORD-1315,Kathleen Wilson,Corporate,France,East,Technology,Phone,916.81,9,0.13,214.53,2023-01-17
ORD-1316,John Santos,Home Office,Canada,Central,Furniture,Sofa,678.0,5,0.25,108.32,2023-12-08
ORD-1317,Gabriela Fuller,Consumer,Canada,West,Technology,Printer,3040.57,10,0.05,257.87,2023-10-24
ORD-1318,Kimberly Rollins,Consumer,Canada,East,Technology,Printer,1116.84,9,0.16,146.21,2023-01-19
ORD-1319,Nicole Neal,Home Office,United Kingdom,Central,Technology,Printer,3548.81,9,0.2,261.92,2023-12-08
ORD-1320,Mariah Baker,Corporate,United States,Central,Technology,Monitor,313.65,3,0.21,80.65,2023-06-11
ORD-1321,Peter Reynolds MD,Home Office,Germany,South,Furniture,Bookcase,1329.67,7,0.02,330.62,2023-04-14
ORD-1322,Charles Trujillo,Consumer,Germany,Central,Technology,Printer,3424.46,8,0.1,173.34,2023-06-10
ORD-1323,Hannah Frederick,Home Office,United States,South,Technology,Printer,703.79,2,0.12,205.53,2023-07-24
ORD-1324,Whitney Parsons,Consumer,Germany,Central,Office Supplies,Pen,1602.32,6,0.04,421.58,2023-08-02
ORD-1325,Jacob Porter,Corporate,Australia,East,Furniture,Chair,103.56,8,0.28,9.27,2023-05-14
ORD-1326,Dustin Bruce,Corporate,United States,South,Furniture,Table,316.44,5,0.28,37.5,2023-05-02
ORD-1327,Alexis Duncan,Home Office,United Kingdom,Central,Furniture,Bookcase,85.97,3,0.19,19.9,2023-11-29
ORD-1328,Joseph Ford,Consumer,Germany,East,Technology,Laptop,112.29,1,0.02,22.28,2023-08-29
ORD-1329,Alexander Warren,Home Office,Australia,South,Furniture,Chair,1723.6,6,0.3,268.16,2023-05-11
ORD-1330,Thomas Escobar,Consumer,Germany,East,Furniture,Sofa,714.06,2,0.03,91.64,2023-08-06
ORD-1331,Katie Brown,Corporate,Canada,South,Furniture,Table,539.9,2,0.0,114.73,2023-03-28
ORD-1332,Wendy Bird,Corporate,United Kingdom,West,Technology,Monitor,1899.35,7,0.13,198.12,2023-06-04
ORD-1333,Ryan Middleton,Consumer,Canada,East,Technology,Phone,2631.67,6,0.09,223.58,2023-06-14
ORD-1334,Adam Reese,Corporate,Australia,East,Furniture,Bookcase,340.38,1,0.2,42.69,2023-10-03
ORD-1335,Ronald Moon,Home Office,France,West,Technology,Phone,1241.16,5,0.24,308.36,2023-10-17
ORD-1336,William Brooks,Consumer,Germany,South,Furniture,Table,2529.65,8,0.02,688.52,2023-04-01
ORD-1337,Lauren Glover,Consumer,United Kingdom,Central,Furniture,Sofa,1816.25,10,0.16,169.26,2023-11-11
ORD-1338,Dana Boyd,Corporate,United States,East,Technology,Laptop,137.09,1,0.01,8.93,2023-07-28
ORD-1339,Jessica Khan,Corporate,France,Central,Technology,Phone,2427.69,7,0.02,447.04,2023-08-27
ORD-1340,Glenn Martinez,Home Office,Canada,Central,Furniture,Bookcase,489.82,2,0.06,123.44,2023-09-21
ORD-1341,Beth Santiago,Home Office,United Kingdom,South,Technology,Laptop,1374.16,5,0.22,359.5,2023-01-12
ORD-1342,Robert Hall,Consumer,Canada,East,Office Supplies,Paper,2430.64,8,0.02,526.28,2023-11-25
ORD-1343,Gabriel Nelson,Home Office,Australia,West,Furniture,Chair,1008.13,3,0.05,290.6,2023-09-12
ORD-1344,Sharon Jordan,Home Office,France,Central,Furniture,Bookcase,837.81,3,0.26,195.41,2023-05-31
ORD-1345,Thomas Sanchez,Consumer,United States,Central,Office Supplies,Pen,293.64,9,0.21,57.01,2023-07-03
ORD-1346,William Ross,Consumer,Germany,South,Technology,Printer,211.49,1,0.17,30.02,2023-07-11
ORD-1347,Ryan Cabrera,Corporate,United States,East,Furniture,Chair,430.76,1,0.0,26.49,2023-06-20
ORD-1348,Dana Phillips,Corporate,Germany,West,Furniture,Chair,2869.1,9,0.21,613.77,2023-10-22
ORD-1349,Michael Ayala,Consumer,United Kingdom,West,Office Supplies,Pen,1721.17,5,0.17,137.44,2023-12-18
ORD-1350,Michael Carson,Home Office,United States,West,Furniture,Chair,263.5,7,0.14,31.77,2023-10-01
ORD-1351,Brandon Rogers,Corporate,United Kingdom,East,Technology,Phone,173.6,1,0.09,42.73,2023-01-23
ORD-1352,Stephanie Morris,Home Office,France,West,Office Supplies,Pen,3403.47,10,0.3,830.35,2023-03-23
ORD-1353,Jordan George,Home Office,France,West,Furniture,Chair,127.71,7,0.16,26.69,2023-06-15
ORD-1354,Donna Alvarez,Home Office,United States,Central,Furniture,Sofa,255.95,5,0.16,28.04,2023-06-10
ORD-1355,Lisa Smith,Corporate,United States,West,Technology,Printer,58.61,2,0.07,15.32,2023-01-12
ORD-1356,David Brown,Corporate,Australia,Central,Office Supplies,Paper,545.57,10,0.04,139.12,2023-02-04
ORD-1357,Elizabeth Cabrera,Consumer,France,East,Office Supplies,Binder,452.64,4,0.26,127.42,2023-05-03
ORD-1358,Steven Jones,Corporate,Australia,Central,Office Supplies,Stapler,448.09,5,0.28,37.65,2023-07-06
ORD-1359,Mark Sullivan,Home Office,United States,West,Furniture,Table,1678.12,8,0.12,308.74,2023-09-30
ORD-1360,Tammy Howell,Consumer,Germany,Central,Office Supplies,Pen,82.55,2,0.24,10.41,2023-10-31
ORD-1361,Jessica Lee,Home Office,Australia,East,Furniture,Bookcase,152.59,3,0.07,21.2,2023-06-14
ORD-1362,Kelly Ramos,Home Office,United States,Central,Office Supplies,Binder,352.63,1,0.26,66.64,2023-09-06
ORD-1363,Kristin Harris,Home Office,Canada,East,Office Supplies,Paper,204.36,3,0.02,50.12,2023-04-21
ORD-1364,Leslie Jacobs,Consumer,Canada,West,Office Supplies,Pen,543.43,2,0.08,137.59,2023-12-08
ORD-1365,Brenda Camacho,Consumer,United States,West,Technology,Phone,123.91,3,0.25,31.25,2023-03-28
ORD-1366,Mark Ford,Consumer,United States,South,Furniture,Table,1733.55,10,0.22,301.69,2023-03-12
ORD-1367,Barbara Wolfe,Corporate,Australia,South,Furniture,Bookcase,1674.66,4,0.08,270.46,2023-01-15
ORD-1368,Kelly Smith,Consumer,United States,West,Technology,Printer,1406.88,8,0.17,91.79,2023-02-06
ORD-1369,Chase Jones,Corporate,Germany,West,Office Supplies,Binder,832.1,9,0.3,154.7,2023-03-10
ORD-1370,Katherine Johnston,Consumer,Germany,Central,Office Supplies,Stapler,2331.77,6,0.15,342.99,2023-08-22
ORD-1371,John Baker,Consumer,United States,Central,Technology,Monitor,345.67,1,0.23,22.35,2023-05-05
ORD-1372,Donna Taylor,Corporate,France,Central,Technology,Monitor,141.77,3,0.2,16.53,2023-11-15
ORD-1373,Tiffany Wagner,Home Office,United States,West,Technology,Phone,1966.65,6,0.3,183.74,2023-01-29
ORD-1374,Dennis Deleon,Consumer,France,Central,Technology,Printer,188.18,10,0.21,53.99,2023-02-05
ORD-1375,Adam Rodgers,Home Office,Canada,West,Office Supplies,Pen,728.4,3,0.03,78.78,2023-12-17
ORD-1376,David Graham,Consumer,United States,South,Furniture,Bookcase,1043.71,10,0.04,239.25,2023-12-26
ORD-1377,Olivia Carr,Corporate,United States,East,Furniture,Table,628.67,2,0.26,182.4,2023-09-17
ORD-1378,Ryan Stout,Corporate,Australia,South,Technology,Laptop,909.27,6,0.04,81.27,2023-09-14
ORD-1379,Evelyn Smith,Corporate,Australia,South,Technology,Printer,887.73,3,0.17,241.82,2023-04-24
ORD-1380,Dean Garcia,Home Office,United Kingdom,West,Technology,Monitor,886.68,7,0.21,72.56,2023-10-04
ORD-1381,Hunter Boyd,Home Office,United States,South,Technology,Laptop,659.17,3,0.28,192.4,2023-02-11
ORD-1382,Mitchell Williams,Consumer,Australia,East,Office Supplies,Binder,2093.73,6,0.07,618.9,2023-08-27
ORD-1383,Lawrence Jones,Consumer,Australia,East,Technology,Printer,117.16,8,0.06,26.16,2023-12-23
ORD-1384,Matthew Yang,Corporate,United Kingdom,East,Technology,Laptop,155.31,1,0.22,45.39,2023-07-10
ORD-1385,Shawn Taylor,Corporate,Germany,South,Office Supplies,Stapler,632.5,2,0.24,123.03,2023-09-01
ORD-1386,Sandra Hayden,Home Office,Canada,West,Office Supplies,Paper,139.06,1,0.1,40.04,2023-12-29
ORD-1387,William Middleton,Consumer,United Kingdom,West,Office Supplies,Binder,405.95,2,0.27,29.75,2023-07-15
ORD-1388,Amanda Watson,Home Office,France,South,Technology,Laptop,3137.47,7,0.05,854.77,2023-08-18
ORD-1389,Stephen Wright,Consumer,United States,East,Office Supplies,Binder,699.03,4,0.17,196.7,2023-01-07
ORD-1390,Lisa Wilson,Home Office,United Kingdom,Central,Office Supplies,Binder,56.97,2,0.17,14.81,2023-09-16
ORD-1391,Kelly Proctor,Consumer,United States,Central,Furniture,Sofa,246.93,2,0.2,49.4,2023-10-09
ORD-1392,Gabriel Holmes,Consumer,United States,East,Furniture,Table,2101.67,5,0.14,165.77,2023-11-24
ORD-1393,Jeffrey Davis,Corporate,Germany,South,Technology,Printer,571.14,2,0.12,81.53,2023-10-04
ORD-1394,Jennifer Miles,Corporate,United Kingdom,West,Office Supplies,Paper,1037.16,5,0.08,268.9,2023-06-27
ORD-1395,Susan Hayes,Home Office,United States,West,Technology,Laptop,512.83,2,0.24,78.72,2023-10-02
ORD-1396,Scott Patterson,Home Office,Canada,East,Office Supplies,Stapler,2246.36,9,0.28,433.95,2023-12-19
ORD-1397,Kenneth Roberts,Consumer,Germany,Central,Furniture,Sofa,186.9,1,0.27,46.75,2023-10-06
ORD-1398,Timothy Evans,Home Office,France,West,Furniture,Sofa,1353.86,3,0.05,139.41,2023-11-26
ORD-1399,Lorraine Matthews,Consumer,Canada,East,Office Supplies,Paper,571.93,7,0.25,49.74,2023-11-10
ORD-1400,Chad Simmons,Home Office,United Kingdom,Central,Technology,Laptop,352.3,2,0.12,46.34,2023-02-02
ORD-1401,Kelly Campbell,Corporate,France,South,Furniture,Sofa,409.11,2,0.04,80.59,2023-12-16
ORD-1402,Daniel Stephens,Consumer,United States,East,Office Supplies,Pen,780.81,7,0.2,150.7,2023-04-02
ORD-1403,Stacey Hogan,Corporate,United States,West,Office Supplies,Stapler,751.06,3,0.2,112.98,2023-09-04
ORD-1404,Caroline Terry,Corporate,United Kingdom,West,Furniture,Sofa,2225.27,5,0.01,565.99,2023-03-30
ORD-1405,Devon Smith,Corporate,United Kingdom,Central,Office Supplies,Paper,215.41,4,0.29,34.63,2023-09-29
ORD-1406,Larry Miller,Corporate,United Kingdom,South,Technology,Laptop,661.2,4,0.27,100.37,2023-09-17
ORD-1407,Steven Gross,Corporate,France,Central,Furniture,Table,276.16,2,0.15,23.17,2023-11-06
ORD-1408,Regina Brown,Home Office,France,East,Furniture,Table,1562.85,4,0.07,256.48,2023-06-09
ORD-1409,David Santiago,Corporate,Australia,West,Office Supplies,Pen,1668.66,8,0.19,135.11,2023-08-01
ORD-1410,Jennifer Moore,Consumer,Canada,Central,Office Supplies,Stapler,1240.08,3,0.14,232.93,2023-09-23
ORD-1411,Cody Christensen,Corporate,Canada,Central,Technology,Laptop,116.08,5,0.01,30.58,2023-12-03
ORD-1412,Mary Walker,Consumer,Canada,West,Technology,Monitor,1399.44,5,0.15,372.47,2023-08-21
ORD-1413,Gina Little,Home Office,United States,South,Furniture,Table,3742.51,10,0.07,756.31,2023-10-03
ORD-1414,Travis Phillips,Corporate,Australia,Central,Office Supplies,Stapler,1310.8,6,0.07,164.55,2023-08-18
ORD-1415,Nicole Gonzalez,Home Office,France,South,Technology,Laptop,208.51,1,0.2,54.38,2023-08-28
ORD-1416,Jonathan Hamilton,Corporate,France,Central,Office Supplies,Paper,231.17,8,0.3,48.58,2023-08-20
ORD-1417,David Lopez,Corporate,United Kingdom,Central,Furniture,Table,2529.98,9,0.27,635.93,2023-04-16
ORD-1418,Joshua Sullivan,Home Office,Germany,Central,Technology,Monitor,231.8,1,0.3,26.62,2023-06-22
ORD-1419,Richard Decker,Corporate,Germany,South,Technology,Laptop,2962.68,10,0.17,288.8,2023-01-10
ORD-1420,Kimberly Lowe,Home Office,Australia,West,Technology,Phone,1163.61,6,0.25,302.72,2023-07-07
ORD-1421,Matthew Browning,Home Office,Canada,Central,Furniture,Sofa,872.94,3,0.22,165.65,2023-02-12
ORD-1422,Michael Rangel,Consumer,Australia,Central,Technology,Laptop,574.36,4,0.22,72.81,2023-11-12
ORD-1423,Eric Miranda,Corporate,United Kingdom,Central,Technology,Printer,2938.38,8,0.14,783.37,2023-04-12
ORD-1424,Judith Price,Home Office,France,East,Office Supplies,Binder,494.71,9,0.2,90.26,2023-06-26
ORD-1425,Tammy Wagner,Corporate,United States,West,Furniture,Table,1048.29,6,0.17,290.01,2023-05-15
ORD-1426,Melissa Jones,Corporate,Canada,Central,Technology,Monitor,403.23,2,0.19,37.99,2023-12-26
ORD-1427,Brittany Martin,Home Office,United States,East,Office Supplies,Pen,1455.32,4,0.05,350.91,2023-07-15
ORD-1428,Michael Ramos,Corporate,United States,West,Technology,Phone,1032.07,7,0.29,150.51,2023-05-06
ORD-1429,James Novak,Consumer,France,West,Technology,Printer,344.25,1,0.23,62.91,2023-03-01
ORD-1430,Scott Smith,Consumer,Australia,East,Technology,Monitor,1259.39,4,0.1,103.56,2023-07-21
ORD-1431,Lynn Castillo,Corporate,France,Central,Furniture,Chair,142.07,1,0.09,32.95,2023-10-03
ORD-1432,Warren Miller,Home Office,France,Central,Office Supplies,Binder,2540.36,6,0.15,603.41,2023-04-05
ORD-1433,Nicholas Yu,Consumer,Germany,East,Furniture,Table,337.04,3,0.01,59.37,2023-12-16
ORD-1434,Elizabeth Taylor,Consumer,United Kingdom,East,Office Supplies,Pen,2327.21,9,0.18,144.26,2023-12-07
ORD-1435,Kayla Gomez,Consumer,Australia,East,Furniture,Chair,1530.21,7,0.04,173.2,2023-07-14
ORD-1436,Shane Brown,Home Office,Canada,West,Technology,Laptop,1048.72,5,0.03,188.85,2023-08-01
ORD-1437,Zachary Miller,Home Office,France,West,Office Supplies,Paper,3129.41,9,0.04,245.67,2023-02-23
ORD-1438,Daniel Stewart,Consumer,Germany,West,Technology,Monitor,1481.88,5,0.29,206.69,2023-07-11
ORD-1439,Samantha Reed,Corporate,United Kingdom,West,Furniture,Sofa,1194.44,4,0.14,129.75,2023-10-22
ORD-1440,Michelle Henderson,Consumer,Australia,East,Furniture,Sofa,1097.78,3,0.23,75.49,2023-03-12
ORD-1441,Rachel Webster,Home Office,United States,Central,Technology,Monitor,3599.6,8,0.09,597.78,2023-08-18
ORD-1442,Kevin Jones,Consumer,Canada,East,Office Supplies,Pen,1273.07,6,0.03,334.58,2023-09-24
ORD-1443,Benjamin Glenn,Consumer,United States,West,Technology,Monitor,966.69,6,0.13,198.61,2023-06-02
ORD-1444,Tammy Fuentes,Home Office,United States,Central,Office Supplies,Binder,293.06,2,0.29,34.57,2023-08-21
ORD-1445,Zachary Spears,Corporate,Australia,South,Office Supplies,Binder,116.89,2,0.22,34.53,2023-01-08
ORD-1446,Scott Cox,Consumer,United States,South,Technology,Phone,3252.89,10,0.05,471.47,2023-12-27
ORD-1447,Daniel Meadows,Corporate,France,East,Technology,Monitor,3577.36,8,0.03,546.7,2023-04-03
ORD-1448,Jeffrey Little,Consumer,United States,Central,Technology,Printer,284.19,1,0.2,68.74,2023-05-04
ORD-1449,Tammy Gibbs,Home Office,Australia,West,Technology,Printer,1893.54,9,0.21,139.76,2023-04-06
ORD-1450,Jessica Castaneda,Home Office,Australia,West,Office Supplies,Pen,434.91,7,0.25,118.74,2023-11-14
ORD-1451,Michael Petersen,Home Office,United States,East,Technology,Monitor,2836.69,9,0.26,758.4,2023-07-30
ORD-1452,Jason Gutierrez,Consumer,Germany,Central,Furniture,Bookcase,161.22,5,0.07,33.99,2023-08-30
ORD-1453,Eric Thompson,Corporate,Canada,East,Office Supplies,Stapler,1698.82,10,0.26,274.81,2023-02-02
ORD-1454,Kelly Taylor,Consumer,Germany,East,Furniture,Sofa,162.05,7,0.16,41.56,2023-01-01
ORD-1455,Dr. Alyssa Thornton MD,Home Office,France,Central,Technology,Monitor,3386.77,8,0.11,215.29,2023-06-12
ORD-1456,Stephanie Green,Consumer,Germany,Central,Technology,Phone,2099.86,6,0.03,503.61,2023-04-16
ORD-1457,Tammy Moyer,Consumer,United States,Central,Office Supplies,Pen,1889.62,9,0.21,116.11,2023-07-11
ORD-1458,Brett Ward,Consumer,Germany,West,Technology,Phone,253.05,2,0.06,20.29,2023-07-05
ORD-1459,Marcus Wolfe,Corporate,Canada,South,Furniture,Bookcase,754.38,2,0.01,157.14,2023-09-02
ORD-1460,Kathryn Henry,Home Office,France,East,Office Supplies,Stapler,4593.89,10,0.04,802.59,2023-02-03
ORD-1461,Kelly Miller,Home Office,Australia,East,Technology,Phone,2096.44,10,0.15,587.61,2023-10-24
ORD-1462,Dana Barnett,Consumer,Australia,West,Technology,Monitor,327.72,2,0.18,88.71,2023-08-07
ORD-1463,James Scott,Home Office,Germany,South,Technology,Monitor,922.32,5,0.1,113.95,2023-03-24
ORD-1464,Justin Hutchinson,Consumer,Canada,South,Technology,Printer,3069.74,9,0.21,871.43,2023-07-25
ORD-1465,Tonya Jordan,Home Office,Canada,West,Furniture,Bookcase,2657.55,6,0.04,604.86,2023-05-26
ORD-1466,Michelle Salas,Consumer,France,Central,Technology,Laptop,1421.89,6,0.17,406.19,2023-09-28
ORD-1467,Kara Hoffman,Home Office,Germany,Central,Office Supplies,Paper,497.98,9,0.11,31.51,2023-11-24
ORD-1468,Tiffany Rodriguez,Consumer,Canada,Central,Furniture,Bookcase,400.57,5,0.02,98.58,2023-04-27
ORD-1469,Brandy Contreras,Consumer,France,East,Office Supplies,Stapler,499.02,2,0.2,95.05,2023-03-20
ORD-1470,Michael Mcdowell,Consumer,Australia,South,Furniture,Bookcase,408.3,1,0.12,118.07,2023-03-11
ORD-1471,Kyle Lee,Home Office,United Kingdom,East,Furniture,Bookcase,967.37,4,0.23,258.8,2023-08-16
ORD-1472,Brittany Weaver,Consumer,Australia,Central,Technology,Monitor,585.77,4,0.05,129.26,2023-10-12
ORD-1473,Melanie Rhodes,Consumer,Canada,East,Office Supplies,Paper,945.2,7,0.08,85.29,2023-06-20
ORD-1474,Kristina Jones,Corporate,United States,Central,Office Supplies,Binder,76.78,1,0.1,4.82,2023-07-18
ORD-1475,Michael Lewis,Home Office,France,Central,Office Supplies,Pen,709.52,2,0.1,74.49,2023-12-16
ORD-1476,George Peterson,Consumer,France,East,Technology,Monitor,1700.84,7,0.12,233.61,2023-07-16
ORD-1477,Mikayla Kramer,Consumer,Australia,Central,Office Supplies,Pen,450.6,5,0.23,82.29,2023-03-07
ORD-1478,Lori Mills,Home Office,Australia,East,Furniture,Bookcase,827.95,8,0.19,231.54,2023-09-10
ORD-1479,Megan Rodriguez,Consumer,United States,Central,Office Supplies,Paper,741.09,7,0.22,41.63,2023-11-15
ORD-1480,Colin Allen,Home Office,United Kingdom,South,Office Supplies,Paper,2115.75,5,0.06,377.61,2023-01-30
ORD-1481,Brandon Barnett,Consumer,Canada,East,Technology,Laptop,1042.46,4,0.23,277.54,2023-06-11
